---------------------------------------------
Log C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06\console.log started at 2026-01-03 11:48:06 (2026-01-03 10:48:06 UTC)

11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06' to filesystem under name logs
11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\profile' to filesystem under name profile
11:48:06.274 ENGINE       : Initializing engine, version 187305
11:48:07.413 ENGINE       : Addon dirs:
11:49:58.007  WORLD        : PostFrame
11:49:58.007   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.030 WORLD        : UpdateEntities
11:49:58.030  WORLD        : PostFrame
11:49:58.030   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.047 WORLD        : UpdateEntities
11:49:58.047  WORLD        : PostFrame
11:49:58.047   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.047   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.068 WORLD        : UpdateEntities
11:49:58.068  WORLD        : PostFrame
11:49:58.068   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.087 WORLD        : UpdateEntities
11:49:58.087  WORLD        : PostFrame
11:49:58.087   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.108 WORLD        : UpdateEntities
11:49:58.108  WORLD        : PostFrame
11:49:58.108   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.127 WORLD        : UpdateEntities
11:49:58.127  WORLD        : PostFrame
11:49:58.127   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.147 WORLD        : UpdateEntities
11:49:58.147  WORLD        : PostFrame
11:49:58.147   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.173 WORLD        : UpdateEntities
11:49:58.173  WORLD        : PostFrame
11:49:58.173   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.187 WORLD        : UpdateEntities
11:49:58.187  WORLD        : PostFrame
11:49:58.187   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.207 WORLD        : UpdateEntities
11:49:58.207  WORLD        : PostFrame
11:49:58.207   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.228 WORLD        : UpdateEntities
11:49:58.228  WORLD        : PostFrame
11:49:58.228   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.248 WORLD        : UpdateEntities
11:49:58.248  WORLD        : PostFrame
11:49:58.248   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.272 WORLD        : UpdateEntities
11:49:58.273  WORLD        : PostFrame
11:49:58.273   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.288 WORLD        : UpdateEntities
11:49:58.288  WORLD        : PostFrame
11:49:58.288   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.307 WORLD        : UpdateEntities
11:49:58.307  WORLD        : PostFrame
11:49:58.307   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.327 WORLD        : UpdateEntities
11:49:58.327  WORLD        : PostFrame
11:49:58.328   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.328   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.347 WORLD        : UpdateEntities
11:49:58.347  WORLD        : PostFrame
11:49:58.348   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.369 WORLD        : UpdateEntities
11:49:58.369  WORLD        : PostFrame
11:49:58.369   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.388 WORLD        : UpdateEntities
11:49:58.388  WORLD        : PostFrame
11:49:58.388   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.409 WORLD        : UpdateEntities
11:49:58.409  WORLD        : PostFrame
11:49:58.409   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.431 WORLD        : UpdateEntities
11:49:58.431  WORLD        : PostFrame
11:49:58.431   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.449 WORLD        : UpdateEntities
11:49:58.449  WORLD        : PostFrame
11:49:58.449   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.470 WORLD        : UpdateEntities
11:49:58.470  WORLD        : PostFrame
11:49:58.470   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.489 WORLD        : UpdateEntities
11:49:58.489  WORLD        : PostFrame
11:49:58.489   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.508 WORLD        : UpdateEntities
11:49:58.508  WORLD        : PostFrame
11:49:58.508   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.530 WORLD        : UpdateEntities
11:49:58.530  WORLD        : PostFrame
11:49:58.530   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.548 WORLD        : UpdateEntities
11:49:58.548  WORLD        : PostFrame
11:49:58.548   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.570 WORLD        : UpdateEntities
11:49:58.570  WORLD        : PostFrame
11:49:58.570   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.588 WORLD        : UpdateEntities
11:49:58.588  WORLD        : PostFrame
11:49:58.588   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.611 WORLD        : UpdateEntities
11:49:58.611  WORLD        : PostFrame
11:49:58.611   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.630 WORLD        : UpdateEntities
11:49:58.630  WORLD        : PostFrame
11:49:58.630   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.649 WORLD        : UpdateEntities
11:49:58.649  WORLD        : PostFrame
11:49:58.649   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.649   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.669 WORLD        : UpdateEntities
11:49:58.669  WORLD        : PostFrame
11:49:58.669   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.689 WORLD        : UpdateEntities
11:49:58.689  WORLD        : PostFrame
11:49:58.689   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.711 WORLD        : UpdateEntities
11:49:58.711  WORLD        : PostFrame
11:49:58.711   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.730 WORLD        : UpdateEntities
11:49:58.730  WORLD        : PostFrame
11:49:58.730   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.749 WORLD        : UpdateEntities
11:49:58.749  WORLD        : PostFrame
11:49:58.749   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.772 WORLD        : UpdateEntities
11:49:58.772  WORLD        : PostFrame
11:49:58.772   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.789 WORLD        : UpdateEntities
11:49:58.789  WORLD        : PostFrame
11:49:58.789   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.808 WORLD        : UpdateEntities
11:49:58.808  WORLD        : PostFrame
11:49:58.808   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.831 WORLD        : UpdateEntities
11:49:58.831  WORLD        : PostFrame
11:49:58.831   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.849 WORLD        : UpdateEntities
11:49:58.849  WORLD        : PostFrame
11:49:58.849   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.871 WORLD        : UpdateEntities
11:49:58.871  WORLD        : PostFrame
11:49:58.871   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.891 WORLD        : UpdateEntities
11:49:58.891  WORLD        : PostFrame
11:49:58.891   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.910 WORLD        : UpdateEntities
11:49:58.911  WORLD        : PostFrame
11:49:58.911   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.933 WORLD        : UpdateEntities
11:49:58.933  WORLD        : PostFrame
11:49:58.933   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.933   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.951 WORLD        : UpdateEntities
11:49:58.951  WORLD        : PostFrame
11:49:58.951   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.972 WORLD        : UpdateEntities
11:49:58.972  WORLD        : PostFrame
11:49:58.972   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:58.992 WORLD        : UpdateEntities
11:49:58.992  WORLD        : PostFrame
11:49:58.992   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.011 WORLD        : UpdateEntities
11:49:59.011  WORLD        : PostFrame
11:49:59.011   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.034 WORLD        : UpdateEntities
11:49:59.034  WORLD        : PostFrame
11:49:59.034   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.053 WORLD        : UpdateEntities
11:49:59.053  WORLD        : PostFrame
11:49:59.053   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.073 WORLD        : UpdateEntities
11:49:59.073  WORLD        : PostFrame
11:49:59.073   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.095 WORLD        : UpdateEntities
11:49:59.095  WORLD        : PostFrame
11:49:59.095   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.114 WORLD        : UpdateEntities
11:49:59.114  WORLD        : PostFrame
11:49:59.114   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.135 WORLD        : UpdateEntities
11:49:59.135  WORLD        : PostFrame
11:49:59.135   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.135   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.154 WORLD        : UpdateEntities
11:49:59.154  WORLD        : PostFrame
11:49:59.154   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.175 WORLD        : UpdateEntities
11:49:59.175  WORLD        : PostFrame
11:49:59.175   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.198 WORLD        : UpdateEntities
11:49:59.198  WORLD        : PostFrame
11:49:59.198   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.215 WORLD        : UpdateEntities
11:49:59.215  WORLD        : PostFrame
11:49:59.215   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.236 WORLD        : UpdateEntities
11:49:59.236  WORLD        : PostFrame
11:49:59.236   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.255 WORLD        : UpdateEntities
11:49:59.255  WORLD        : PostFrame
11:49:59.255   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.276 WORLD        : UpdateEntities
11:49:59.276  WORLD        : PostFrame
11:49:59.276   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.295 WORLD        : UpdateEntities
11:49:59.295  WORLD        : PostFrame
11:49:59.295   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.315 WORLD        : UpdateEntities
11:49:59.315  WORLD        : PostFrame
11:49:59.315   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.337 WORLD        : UpdateEntities
11:49:59.337  WORLD        : PostFrame
11:49:59.337   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.356 WORLD        : UpdateEntities
11:49:59.356  WORLD        : PostFrame
11:49:59.356   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.378 WORLD        : UpdateEntities
11:49:59.378  WORLD        : PostFrame
11:49:59.378   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.398 WORLD        : UpdateEntities
11:49:59.398  WORLD        : PostFrame
11:49:59.398   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.418 WORLD        : UpdateEntities
11:49:59.418  WORLD        : PostFrame
11:49:59.418   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.441 WORLD        : UpdateEntities
11:49:59.441  WORLD        : PostFrame
11:49:59.441   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.458 WORLD        : UpdateEntities
11:49:59.458  WORLD        : PostFrame
11:49:59.458   SCRIPT       : ========================================
11:49:59.458   SCRIPT       : [GRAD BC Supply] PerformAction called!
11:49:59.458   SCRIPT       : [GRAD BC Supply] Owner entity: GenericEntity<0x00000207172A5D40> @"ENTITY:4611686018427389045" ('GenericEntity','Assets/Vehicles/Wheeled/Ural4320/Ural_4320_com.xob') at <7452.600098 21.799999 4652.895996> @"{D9C7B82F567BA500}Prefabs/Vehicles/Wheeled/Ural4320/VehParts/Ural4320_combox.et"
11:49:59.458   SCRIPT       : [GRAD BC Supply] Supply component found: 1
11:49:59.458   SCRIPT       : [GRAD BC Supply] Current supplies: 900/1000
11:49:59.458   SCRIPT       : [GRAD BC Supply] Vehicle cost: 100
11:49:59.458   SCRIPT       : [GRAD BC Supply] Has enough supplies: 1
11:49:59.458   SCRIPT       : [GRAD BC Supply] Deducting supplies...
11:49:59.458   SCRIPT       : [GRAD BC Supply] Deducted 100 supplies. Remaining: 800/1000
11:49:59.458   SCRIPT       : [GRAD BC Supply] Deduction successful: 1
11:49:59.458   SCRIPT       : [GRAD BC Supply] New balance: 800/1000
11:49:59.458   SCRIPT       : [GRAD BC Supply] Calling super.PerformAction to spawn vehicle...
11:49:59.458   SCRIPT       : ========================================
11:49:59.458 WORLD        : UpdateEntities
11:49:59.458  WORLD        : PostFrame
11:49:59.458   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.458   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.458   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.477 WORLD        : UpdateEntities
11:49:59.477  WORLD        : PostFrame
11:49:59.477   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.499 WORLD        : UpdateEntities
11:49:59.499  WORLD        : PostFrame
11:49:59.499   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.517 WORLD        : UpdateEntities
11:49:59.517  WORLD        : PostFrame
11:49:59.517   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.538 WORLD        : UpdateEntities
11:49:59.538  WORLD        : PostFrame
11:49:59.538   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.558 WORLD        : UpdateEntities
11:49:59.558  WORLD        : PostFrame
11:49:59.558   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.584 WORLD        : UpdateEntities
11:49:59.584  WORLD        : PostFrame
11:49:59.584   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.620 WORLD        : UpdateEntities
11:49:59.620  WORLD        : PostFrame
11:49:59.620   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.635 WORLD        : UpdateEntities
11:49:59.635  WORLD        : Frame
11:49:59.635   RESOURCES    : GetResourceObject @"{D3DDB76548C16BDB}PrefabsEditable/Auto/Compositions/Slotted/SlotFlatLarge/E_Helipad_L_Conflict_US_01.et"
11:49:59.635    WORLD        : Entity prefab load @"{D3DDB76548C16BDB}PrefabsEditable/Auto/Compositions/Slotted/SlotFlatLarge/E_Helipad_L_Conflict_US_01.et"
11:49:59.635     RESOURCES    : GetResourceObject @"{A13F6A7F82DF031C}Prefabs/Compositions/Slotted/SlotFlatLarge/Helipad_L_Conflict_US_01.et"
11:49:59.635      WORLD        : Entity prefab load @"{A13F6A7F82DF031C}Prefabs/Compositions/Slotted/SlotFlatLarge/Helipad_L_Conflict_US_01.et"
11:49:59.635       RESOURCES    : GetResourceObject @"{472BE7BF1240C1CE}Prefabs/Compositions/Misc/SubCompositions/Utility/Helipad_Lights_US_01.et"
11:49:59.635        WORLD        : Entity prefab load @"{472BE7BF1240C1CE}Prefabs/Compositions/Misc/SubCompositions/Utility/Helipad_Lights_US_01.et"
11:49:59.635         WORLD     (E): Unknown keyword/data 'm_bShowDebugShape' at offset 2275(0x8e3)
11:49:59.648  WORLD        : PostFrame
11:49:59.648   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.666 WORLD        : UpdateEntities
11:49:59.666  WORLD        : Frame
11:49:59.666   SCRIPT       : GetResourceName 'Scripts/Game/Editor/Components/Editor/SCR_ContentBrowserEditorComponent.c,1479'
11:49:59.666    RESOURCES (E): Wrong GUID/name for resource @"{19CB7572B7B7A859}Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_green.et" in property "<missing-def>"
11:49:59.666   SCRIPT    (W): Can't open config file "Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_green.et"
11:49:59.666   SCRIPT    (E): Prefab '{19CB7572B7B7A859}Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_green.et' is missing at index '132'!
11:49:59.667   SCRIPT       : GetResourceName 'Scripts/Game/Editor/Components/Editor/SCR_ContentBrowserEditorComponent.c,1479'
11:49:59.667    RESOURCES (E): Wrong GUID/name for resource @"{F109153233BC41FB}Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_MERDC.et" in property "<missing-def>"
11:49:59.667   SCRIPT    (W): Can't open config file "Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_MERDC.et"
11:49:59.667   SCRIPT    (E): Prefab '{F109153233BC41FB}Prefabs/Vehicles/Tracked/M113/APC_M113_M2HB_MERDC.et' is missing at index '133'!
11:49:59.667   SCRIPT       : GetResourceName 'Scripts/Game/Editor/Components/Editor/SCR_ContentBrowserEditorComponent.c,1479'
11:49:59.667    RESOURCES (E): Wrong GUID/name for resource @"{D5D95E9E6F5CD081}Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_green.et" in property "<missing-def>"
11:49:59.667   SCRIPT    (W): Can't open config file "Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_green.et"
11:49:59.667   SCRIPT    (E): Prefab '{D5D95E9E6F5CD081}Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_green.et' is missing at index '134'!
11:49:59.667   SCRIPT       : GetResourceName 'Scripts/Game/Editor/Components/Editor/SCR_ContentBrowserEditorComponent.c,1479'
11:49:59.667    RESOURCES (E): Wrong GUID/name for resource @"{A7C81A3FCFF787E7}Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_MERDC.et" in property "<missing-def>"
11:49:59.667   SCRIPT    (W): Can't open config file "Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_MERDC.et"
11:49:59.667   SCRIPT    (E): Prefab '{A7C81A3FCFF787E7}Prefabs/Vehicles/Tracked/M113/APC_M113_unarmed_MERDC.et' is missing at index '135'!
11:49:59.677  WORLD        : PostFrame
11:49:59.677   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.685 WORLD        : UpdateEntities
11:49:59.685  WORLD        : PostFrame
11:49:59.685   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.692 WORLD        : UpdateEntities
11:49:59.692  WORLD        : PostFrame
11:49:59.692   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.709 WORLD        : UpdateEntities
11:49:59.709  WORLD        : PostFrame
11:49:59.709   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.735 WORLD        : UpdateEntities
11:49:59.735  WORLD        : PostFrame
11:49:59.735   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.752 SCRIPT       : GRAD_BC_Gamestate: hiding m_text
11:49:59.753 WORLD        : UpdateEntities
11:49:59.753  WORLD        : PostFrame
11:49:59.753   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.774 WORLD        : UpdateEntities
11:49:59.774  WORLD        : PostFrame
11:49:59.774   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.796 WORLD        : UpdateEntities
11:49:59.796  WORLD        : PostFrame
11:49:59.796   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.796   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.818 WORLD        : UpdateEntities
11:49:59.818  WORLD        : PostFrame
11:49:59.818   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.842 WORLD        : UpdateEntities
11:49:59.842  WORLD        : PostFrame
11:49:59.842   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.858 WORLD        : UpdateEntities
11:49:59.858  WORLD        : PostFrame
11:49:59.858   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.877 WORLD        : UpdateEntities
11:49:59.877  WORLD        : PostFrame
11:49:59.877   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.878   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:49:59.903 WORLD        : UpdateEntities
11:49:59.903  WORLD        : Frame
11:49:59.903   RESOURCES    : GetResourceObject @"{1133DAC581B3D631}UI/layouts/Editor/Modes/Mode_CampaignBuilding.layout"
11:49:59.903    GUI          : Layout load @"{1133DAC581B3D631}UI/layouts/Editor/Modes/Mode_CampaignBuilding.layout"
11:49:59.903     RESOURCES    : GetResourceObject @"{3863D6FF942C7351}UI/layouts/Editor/Toolbar/Toolbar/Toolbar.layout"
11:49:59.903      GUI          : Layout load @"{3863D6FF942C7351}UI/layouts/Editor/Toolbar/Toolbar/Toolbar.layout"
11:49:59.903       GUI          : Widget prefab @"{35CE2756C3A7B295}UI/layouts/Editor/Toolbar/Toolbar/Toolbar_PlayButton.layout"
11:49:59.903        GUI       (W): Overridden prefab member (GUID: '{5D991DEAC9B6731C}' type: ImageWidgetClass) no longer exists in prefab
11:49:59.908   GUI          : WidgetManager: CrateWidgets @"{1133DAC581B3D631}UI/layouts/Editor/Modes/Mode_CampaignBuilding.layout"
11:49:59.908    SCRIPT    (W): Duplicate instance of UI component 103627448 found on widget 'MapFrame'! The component is marked as unique, only one instance is allowed.
11:50:03.031 SCRIPT    (E): Error when creating entity from prefab '{16A674FE31B0921C}Prefabs/Vehicles/Wheeled/UAZ469/UAZ469_uncovered.et' (id = 142)!
11:50:03.242 WORLD        : UpdateEntities
11:50:03.242  RPL          : rpl::Pip::ProcessNetToGame
11:50:03.242   ENTITY       : SpawnEntityInPrefab @"{16A674FE31B0921C}Prefabs/Vehicles/Wheeled/UAZ469/UAZ469_uncovered.et"
11:50:03.242    WORLD        : InitEntities 'world'
11:50:03.242     ENTITY       : Init entity @"ENTITY:4611686018427389240" ('Vehicle','Assets/Vehicles/Wheeled/UAZ469/UAZ469_base.xob') at <7451.604004 22.100000 4659.226074> @"{16A674FE31B0921C}Prefabs/Vehicles/Wheeled/UAZ469/UAZ469_uncovered.et"
11:50:03.242      SCRIPT       : [GRAD BC Supply] Vehicle EOnInit: Vehicle<0x0000020710F461F0> @"ENTITY:4611686018427389240" ('Vehicle','Assets/Vehicles/Wheeled/UAZ469/UAZ469_base.xob') at <7451.604004 22.100000 4659.226074> @"{16A674FE31B0921C}Prefabs/Vehicles/Wheeled/UAZ469/UAZ469_uncovered.et"
11:50:03.271 WORLD        : UpdateEntities
11:50:03.271  RPL          : rpl::Pip::ProcessNetToGame
11:50:03.271   RESOURCES    : GetResourceObject @"{36BDCC88B17B3BFA}Prefabs/Vehicles/Wheeled/M923A1/M923A1_command.et"
11:50:03.271    WORLD        : Entity prefab load @"{36BDCC88B17B3BFA}Prefabs/Vehicles/Wheeled/M923A1/M923A1_command.et"
11:50:03.271     WORLD     (E): Unknown class 'ADM_ShopComponent' at offset 152(0x98)
11:50:03.298 WORLD        : UpdateEntities
11:50:03.298  RPL          : rpl::Pip::ProcessNetToGame
11:50:03.298   ENTITY       : SpawnEntityInPrefab @"{36BDCC88B17B3BFA}Prefabs/Vehicles/Wheeled/M923A1/M923A1_command.et"
11:50:03.298    WORLD        : InitEntities 'world'
11:50:03.298     ENTITY       : Init entity @"ENTITY:4611686018427389284" ('Vehicle','Assets/Vehicles/Wheeled/M923A1/M923A1_BASE.xob') at <7452.598145 -8.880001 3652.783936> @"{36BDCC88B17B3BFA}Prefabs/Vehicles/Wheeled/M923A1/M923A1_command.et"
11:50:03.298      SCRIPT       : [GRAD BC Supply] Vehicle EOnInit: Vehicle<0x0000020710F475A0> @"ENTITY:4611686018427389284" ('Vehicle','Assets/Vehicles/Wheeled/M923A1/M923A1_BASE.xob') at <7452.598145 -8.880001 3652.783936> @"{36BDCC88B17B3BFA}Prefabs/Vehicles/Wheeled/M923A1/M923A1_command.et"
11:50:03.299   ENTITY       : SpawnEntityInPrefab @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299    ENTITY       : Create entity @"ENTITY:4611686018427389293" ('GenericEntity','Assets/Vehicles/Wheeled/M923A1/M923A1_COM.xob') at <7452.598145 -8.880001 3652.783936> @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299     SCRIPT       : [GRAD BC Supply Component] Initialized on entity: GenericEntity<0x000002071101A408> @"ENTITY:4611686018427389293" ('GenericEntity','Assets/Vehicles/Wheeled/M923A1/M923A1_COM.xob') at <7452.598145 -8.880001 3652.783936> @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299     SCRIPT       : [GRAD BC Supply Component] Supplies: 1000/1000
11:50:03.299     SCRIPT       : [GRAD BC Supply Listener] Registered combox: GenericEntity<0x000002071101A408> @"ENTITY:4611686018427389293" ('GenericEntity','Assets/Vehicles/Wheeled/M923A1/M923A1_COM.xob') at <7452.598145 -8.880001 3652.783936> @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299     SCRIPT       : [GRAD BC Supply] Provider component initialized!
11:50:03.299     SCRIPT       : [GRAD BC Supply] Found supply component with 1000/1000 supplies
11:50:03.299   ENTITY       : SpawnEntityInPrefab @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299    ENTITY       : Create entity @"ENTITY:4611686018427389293" ('GenericEntity','Assets/Vehicles/Wheeled/M923A1/M923A1_COM.xob') at <7452.598145 -8.880001 3652.783936> @"{DCE16D92C350D64F}Prefabs/Vehicles/Wheeled/M923A1/M923A1_combox.et"
11:50:03.299     SCRIPT    (W): SCR_ResourceGeneratorContainerQueue:
	Policy at index 0 does not have a defined storage queue.
	Using default storage queue instead.
11:50:03.299     SCRIPT    (W): SCR_ResourceGeneratorContainerQueue:
	Policy at index 1 does not have a defined storage queue.
	Using default storage queue instead.
11:50:03.315 SCRIPT       : ========================================
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Vehicle spawned!
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Vehicle: Vehicle<0x0000020710F461F0> @"ENTITY:4611686018427389240" ('Vehicle','Assets/Vehicles/Wheeled/UAZ469/UAZ469_base.xob') at <7451.604004 22.100000 4659.226074> @"{16A674FE31B0921C}Prefabs/Vehicles/Wheeled/UAZ469/UAZ469_uncovered.et"
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Position: <7451.6,22.1,4659.23>
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Combox distance: 1006.92m
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Combox distance: 6.41499m
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Found nearby combox (6.41499m away)
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Deducting 100 supplies...
11:50:03.315 SCRIPT       : [GRAD BC Supply] Deducted 100 supplies. Remaining: 700/1000
11:50:03.315 SCRIPT       : [GRAD BC Supply Listener] Deduction result: 1
